Date,High,Low,Open,Close,Volume,Adj Close
2018-01-10,50520.0,48640.0,50500.0,48840.0,18566800.0,31089.1171875
2018-01-11,49260.0,48020.0,48200.0,48240.0,25123800.0,30707.1875
2018-01-12,48480.0,46760.0,48240.0,48200.0,27270450.0,30681.724609375
2018-01-15,48980.0,47920.0,48800.0,48540.0,10096000.0,30898.15234375
2018-01-16,50140.0,48620.0,48760.0,50000.0,20389650.0,31827.515625
2018-01-17,50020.0,49060.0,50020.0,49620.0,11053050.0,31585.626953125
2018-01-18,50640.0,49820.0,50020.0,49900.0,14848850.0,31763.859375
2018-01-19,50380.0,49040.0,50380.0,49320.0,9219950.0,31394.662109375
2018-01-22,48680.0,47960.0,48640.0,48240.0,12520900.0,30707.1875
2018-01-23,49160.0,48300.0,48660.0,49160.0,13532700.0,31292.8125
2018-01-24,49700.0,48560.0,48860.0,49340.0,9550500.0,31407.392578125
2018-01-25,50360.0,49160.0,49220.0,50260.0,11160350.0,31993.017578125
2018-01-26,50780.0,49840.0,50500.0,50780.0,10350100.0,32324.025390625
2018-01-29,51480.0,50900.0,51200.0,51220.0,11838800.0,32604.107421875
2018-01-30,50640.0,49780.0,50440.0,49800.0,12284550.0,31700.205078125
2018-01-31,54140.0,49600.0,50020.0,49900.0,64681300.0,31763.859375
2018-02-01,50960.0,49720.0,50620.0,49820.0,27609450.0,31712.935546875
2018-02-02,49400.0,47700.0,49380.0,47700.0,29260350.0,30363.44921875
2018-02-05,48320.0,46000.0,46500.0,47920.0,28357900.0,30503.490234375
2018-02-06,47920.0,46580.0,46600.0,47420.0,19406450.0,30185.21484375
2018-02-07,48260.0,45800.0,48240.0,45800.0,23448050.0,29154.00390625
2018-02-08,46620.0,45980.0,46120.0,46000.0,23251050.0,29281.314453125
2018-02-09,45180.0,44420.0,44440.0,44700.0,17465000.0,28453.798828125
2018-02-12,46320.0,45040.0,45100.0,45720.0,15754950.0,29103.080078125
2018-02-13,48060.0,46200.0,46200.0,47540.0,18923250.0,30261.6015625
2018-02-14,49100.0,47940.0,48080.0,49000.0,18905900.0,31190.96484375
2018-02-19,49800.0,47860.0,49800.0,48380.0,15353450.0,30796.3046875
2018-02-20,48160.0,47220.0,48040.0,47400.0,10122600.0,30172.484375
2018-02-21,47580.0,46840.0,47280.0,47280.0,12880200.0,30096.09765625
2018-02-22,47260.0,46760.0,47260.0,46760.0,8869950.0,29765.091796875
2018-02-23,47800.0,46760.0,46760.0,47220.0,12423300.0,30057.90625
2018-02-26,47560.0,47080.0,47280.0,47380.0,9560650.0,30159.75390625
2018-02-27,48380.0,47380.0,48360.0,47380.0,9830550.0,30159.75390625
2018-02-28,48100.0,47000.0,47380.0,47060.0,15162350.0,29956.056640625
2018-03-02,46800.0,46000.0,46580.0,46020.0,13265500.0,29294.044921875
2018-03-05,46160.0,45080.0,45820.0,45200.0,14100950.0,28772.07421875
2018-03-06,47100.0,45820.0,45920.0,47020.0,15423350.0,29930.595703125
2018-03-07,48900.0,47220.0,48200.0,48620.0,21427050.0,30949.076171875
2018-03-08,49480.0,48080.0,49200.0,49200.0,19463650.0,31318.275390625
2018-03-09,50540.0,49240.0,49440.0,49740.0,14304400.0,31662.01171875
2018-03-12,50780.0,49580.0,50560.0,49740.0,8688950.0,31662.01171875
2018-03-13,51660.0,50360.0,50760.0,51660.0,20098700.0,32884.1875
2018-03-14,52000.0,51000.0,51020.0,51760.0,12713250.0,32947.84375
2018-03-15,52020.0,51020.0,52000.0,51540.0,8882450.0,32807.8046875
2018-03-16,51420.0,50240.0,51220.0,51140.0,12184900.0,32553.18359375
2018-03-19,51340.0,50440.0,50620.0,50740.0,8218850.0,32298.5625
2018-03-20,51200.0,50100.0,50700.0,51200.0,8193250.0,32591.375
2018-03-21,51780.0,51060.0,51780.0,51060.0,8905200.0,32502.2578125
2018-03-22,51780.0,51040.0,51060.0,51780.0,8454100.0,32960.57421875
2018-03-23,50720.0,49600.0,50340.0,49720.0,14854950.0,31649.28125
2018-03-26,50280.0,49040.0,49420.0,50280.0,10057750.0,32005.75
2018-03-27,50460.0,49080.0,50320.0,49980.0,11874000.0,31814.78515625
2018-03-28,49100.0,48340.0,49100.0,48700.0,15159450.0,31000.0
2018-03-29,49560.0,48320.0,48700.0,49040.0,10067000.0,49040.0
2018-03-30,49900.0,49080.0,49080.0,49220.0,7777100.0,49220.0
2018-04-02,49220.0,48500.0,49000.0,48540.0,7115650.0,48540.0
2018-04-03,48140.0,47280.0,47880.0,48120.0,12768250.0,48120.0
2018-04-04,48260.0,46920.0,48160.0,46920.0,12384200.0,46920.0
2018-04-05,49380.0,47340.0,47400.0,48740.0,13245600.0,48740.0
2018-04-06,48580.0,47400.0,48000.0,48400.0,12532700.0,48400.0
2018-04-09,49440.0,48200.0,48260.0,49200.0,9950400.0,49200.0
2018-04-10,49220.0,48040.0,48540.0,48880.0,10984350.0,48880.0
2018-04-11,49900.0,48600.0,49900.0,48860.0,10051100.0,48860.0
2018-04-12,49440.0,48880.0,49440.0,49000.0,12466250.0,49000.0
2018-04-13,50180.0,49400.0,49600.0,49800.0,10278300.0,49800.0
2018-04-16,50600.0,49860.0,50320.0,50340.0,7877450.0,50340.0
2018-04-17,50540.0,49820.0,50240.0,49980.0,7772000.0,49980.0
2018-04-18,51360.0,50580.0,51000.0,51360.0,13462600.0,51360.0
2018-04-19,52980.0,51540.0,52000.0,52780.0,17190550.0,52780.0
2018-04-20,52260.0,51420.0,51800.0,51620.0,11761000.0,51620.0
2018-04-23,52080.0,51000.0,51000.0,51900.0,11619000.0,51900.0
2018-04-24,51860.0,50080.0,51840.0,50460.0,15770300.0,50460.0
2018-04-25,50500.0,49220.0,49220.0,50400.0,16614600.0,50400.0
2018-04-26,52160.0,50400.0,50420.0,52140.0,18046550.0,52140.0
2018-04-27,53640.0,52440.0,53380.0,53000.0,30310800.0,53000.0
2018-04-30,53000.0,53000.0,53000.0,53000.0,0.0,53000.0
2018-05-02,53000.0,53000.0,53000.0,53000.0,0.0,53000.0
2018-05-03,53000.0,53000.0,53000.0,53000.0,0.0,53000.0
2018-05-04,53900.0,51800.0,53000.0,51900.0,39565391.0,51900.0
2018-05-08,53200.0,51900.0,52600.0,52600.0,23104720.0,52600.0
2018-05-09,52800.0,50900.0,52600.0,50900.0,16128305.0,50900.0
2018-05-10,51700.0,50600.0,51700.0,51600.0,13905263.0,51600.0
2018-05-11,52200.0,51200.0,52000.0,51300.0,10314997.0,51300.0
2018-05-14,51100.0,49900.0,51000.0,50100.0,14909272.0,50100.0
2018-05-15,50400.0,49100.0,50200.0,49200.0,18709146.0,49200.0
2018-05-16,50200.0,49150.0,49200.0,49850.0,15918683.0,49850.0
2018-05-17,50500.0,49400.0,50300.0,49400.0,10365440.0,49400.0
2018-05-18,49900.0,49350.0,49900.0,49500.0,6706570.0,49500.0
2018-05-21,50200.0,49100.0,49650.0,50000.0,9020998.0,50000.0
2018-05-23,52000.0,50400.0,50600.0,51800.0,17095490.0,51800.0
2018-05-24,52000.0,51100.0,52000.0,51400.0,8289275.0,51400.0
2018-05-25,52800.0,50800.0,51000.0,52700.0,15207266.0,52700.0
2018-05-28,53000.0,52000.0,52500.0,52300.0,9787820.0,52300.0
2018-05-29,52500.0,51300.0,52200.0,51300.0,8480437.0,51300.0
2018-05-30,51500.0,49100.0,51300.0,49500.0,20498098.0,49500.0
2018-05-31,50800.0,49850.0,50400.0,50700.0,63491109.0,50700.0
2018-06-01,51700.0,49950.0,50500.0,51300.0,13038499.0,51300.0
2018-06-04,51200.0,50700.0,50800.0,51100.0,9767171.0,51100.0
2018-06-05,51400.0,50400.0,51100.0,51300.0,9144100.0,51300.0
2018-06-07,51800.0,50500.0,51800.0,50600.0,13590016.0,50600.0
2018-06-08,50400.0,49600.0,50200.0,49650.0,16951706.0,49650.0
2018-06-11,50300.0,49350.0,49750.0,49900.0,10496083.0,49900.0
